word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
счёт,0.0391348765610162,0.041666666666666664,0,0,0,0,0,0,0,0.04227654307860934,0,0,0,0,0.03283122465529407,0.04050003305264833,0,0.03738075701357938,0.022755924678498966,0,0,0,0,0,0,0,0,0.023075936264887104,0,0,0.021430913703209042,0,0,0,0,0,0,0,0,0
столичный,0.06592407410968672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052557815577496905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
команда,0.03258531215732756,0,0,0,0.03783490900697395,0,0,0.06939552282296785,0,0,0.021063407656603236,0.06480761674334126,0,0.02205547649301174,0,0,0.03169563996001169,0.031352180687456876,0.020035336387735993,0.02246549558483662,0.01666551571253074,0.025665019668853966,0,0,0,0,0,0,0,0.015817297495728123,0,0,0,0,0,0,0,0,0,0
одолеть,0.06592407410968672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052557815577496905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
соперник,0.04635663582917862,0.049791145843349385,0,0,0,0.05063315023176872,0,0,0,0,0,0,0,0.028734980788939497,0.038149065570940936,0,0,0,0,0.029351157420762147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
весь,0.03556072079317688,0.037645741427847434,0,0.03133076610238758,0,0,0,0,0,0,0,0,0,0,0.030199346317157837,0,0,0,0,0,0.03519209783049619,0,0,0,0,0,0,0,0,0.03335608141648335,0.020071727706988455,0,0.018074579572011175,0.012468406564146656,0,0,0,0.026559127476811894,0,0.02148714001085343
четыре,0.04960397417280571,0,0,0,0,0,0.052091874608113584,0,0,0,0,0,0,0,0.04054028744215725,0,0,0.04701708549715835,0.027104626763396148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
игра,0.043611050380580496,0.046702362213676504,0.10615912603884693,0,0.054072814390310094,0,0,0,0,0,0,0,0,0,0.03612731628606414,0,0.042080346891215044,0.08300174310408394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
серия,0.05357839509734104,0.17374687506009634,0,0,0,0,0,0.11797951476985617,0,0,0,0,0,0,0.04346690648658782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ранее,0.0391348765610162,0,0,0,0.04748063112876995,0,0,0,0,0.04227654307860934,0,0.03887350003872892,0.040218981029254405,0.025232211323543353,0.03283122465529407,0,0,0,0.022755924678498966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019237256749501077,0,0,0,0,0,0,0
национальный,0.04960397417280571,0,0,0,0,0,0,0,0,0,0,0,0.05123192786763038,0.03031003711129755,0.04054028744215725,0.05165788708626609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
нхл,0.04635663582917862,0,0,0,0,0,0,0,0,0,0,0,0,0.057469961577878995,0.038149065570940936,0.04819690806213722,0.04466630527884816,0.04402805815813797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
миннесота,0.0782697531220324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
уайлд,0.0782697531220324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
поздравить,0.0782697531220324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
нападать,0.043611050380580496,0.046702362213676504,0,0,0,0,0,0,0,0.04745611564124803,0,0.04329508637268878,0,0,0.03612731628606414,0,0,0.04150087155204197,0.07384577525680011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
кирилл,0.0782697531220324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
капризов,0.0782697531220324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
орландо,0,0.34277361119123956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
проиграть,0,0.071804513908921,0,0,0,0,0,0,0,0.07327547167064237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
торонто,0,0.34277361119123956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
пустить,0,0.08569340279780989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
вперёд,0,0.17138680559561978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
пройти,0,0.09958229168669877,0,0,0.0581163129600637,0.05063315023176872,0,0,0,0,0,0,0,0,0,0,0.04466630527884816,0,0.025755732374504896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03053872772530389,0,0,0
апрель,0,0.08333333333333333,0.04671868443372682,0,0.0949612622575399,0.04227654307860934,0.04078524918738092,0,0,0,0,0,0,0,0,0.04050003305264833,0,0,0,0,0,0,0.05630675675115576,0,0.015247905942675997,0,0.05630675675115576,0,0,0,0,0,0,0,0,0,0,0,0,0
мэджик,0,0.08569340279780989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
на,0,0.01624895835336545,0,0.03274758305210132,0.0142065402459029,0.016132614527785232,0,0.032265229055570464,0.016326147787296408,0.016132614527785232,0.041530884938827915,0,0.01645177325577794,0.014273678398048219,0.01619417921386054,0,0.01658447389188486,0,0.05348369874358176,0.014443518536324843,0.023295816893332464,0.03118181791353882,0.03034824613331622,0,0.04971670364732654,0.027817229561420197,0.03034824613331622,0.026988783539641348,0,0.0223520215496069,0.038517036904589276,0.031044625977670992,0.07132534776067666,0.06172439412547464,0.04604697443934573,0.01565893454151312,0.02950833781297584,0.07657051397666155,0.03719480945105167,0.06731673178961345
площадка,0,0.071804513908921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047154997533639095,0,0,0,0
принимать,0,0.05791562502003211,0,0,0,0,0,0,0,0,0,0,0,0.032237750254335645,0,0,0,0,0,0,0,0,0,0,0,0.030762547364979763,0,0,0,0,0.02692351934378328,0,0,0,0,0,0,0,0,0
рэпторс,0,0.08569340279780989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
рамка,0,0.06368003473223828,0,0,0,0,0,0.06491886451748301,0,0.06491886451748301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
третий,0,0.053444401479929855,0,0,0,0,0,0.10878156920164583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683350816668288,0,0,0,0.0683350816668288,0,0,0,0,0,0,0,0,0,0,0,0.02409290695724708,0
четвертьфинальный,0,0.08569340279780989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
стадия,0,0.071804513908921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03659288715027102,0,0,0,0,0,0
восточный,0,0.071804513908921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630961017988616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
конференция,0,0.053444401479929855,0,0,0,0,0,0,0,0,0,0,0.05123192786763038,0,0,0,0.04772484488156669,0,0,0,0.02198795441235209,0,0,0,0,0,0,0,0,0.02074055329306287,0,0,0,0,0,0,0,0,0,0
закончиться,0,0.08569340279780989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
гость,0,0.08569340279780989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
самый,0,0.05791562502003211,0,0,0,0,0,0,0,0,0,0,0,0,0.04346690648658782,0,0,0,0,0,0,0,0,0,0.018638992903378355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025498706498239928,0
результативный,0,0.071804513908921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03388374519871595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
стать,0,0.032813473324787616,0,0.027952869952675864,0,0,0,0.06634080271106749,0,0,0,0.031099964421469263,0,0.02141526569111646,0,0.0321127972550787,0,0.06027447037681121,0,0,0,0.02483621963849341,0.023632598796746025,0,0,0,0.023632598796746025,0,0,0,0.07375313987170393,0.02462647388915913,0,0,0,0,0,0,0.07042530770374393,0.039350078944412
паскаль,0,0.08569340279780989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
сиак,0,0.08569340279780989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
который,0,0.023756852538958543,0,0.02162202823830991,0,0,0,0.023855019975823843,0.021474418085988812,0.023855019975823843,0.016846785987179876,0,0,0.017510614813393745,0.021108437226248746,0,0,0.022727272727272728,0,0.01778036039658844,0.054940180216976935,0,0.01900794137419501,0.023346191513162095,0.034530616808941164,0.06778206319840675,0.01900794137419501,0,0,0.05242644854725241,0.046130676078711845,0,0.028117030629966133,0.010098738317701158,0,0.039830756978501865,0,0,0,0.016278806677520095
набрать,0,0.143609027817842,0,0,0,0,0,0,0,0,0,0,0,0.03822577420643145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
очки,0,0.071804513908921,0,0,0,0,0,0,0,0,0,0,0,0.03822577420643145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
сделать,0,0.049791145843349385,0,0,0,0,0.04858474919699633,0,0,0.05063315023176872,0.08178150992680865,0,0,0.028734980788939497,0,0,0,0,0,0,0,0.034312129881411614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
подбор,0,0.071804513908921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021537543628016034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
у,0,0.044026736131143225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04273588833478402,0,0,0,0.05357839509734104,0,0,0,0,0,0,0,0,0,0,0.022228683663032104,0,0.019919686474168998,0,0,0.06281393207515222,0,0,0.021131894271165692,0.023880013024589353
большой,0,0.046702362213676504,0.053079563019423466,0.03766160781675353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367674024705004,0,0,0.09678018502625603,0.0413867229719717,0,0,0,0,0,0,0.024883372805539334
защитник,0,0.071804513908921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03388374519871595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
терренс,0,0.08569340279780989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
росс,0,0.08569340279780989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
балл,0,0.071804513908921,0,0,0,0,0,0.07327547167064237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
выйти,0,0.05791562502003211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05146819482211742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392809817856076,0,0,0.025498706498239928,0
следующий,0,0.06368003473223828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061767875005420046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027311097324785098,0
главный,0,0,0.056981184446378695,0,0,0,0,0,0,0,0,0.04600718907191375,0,0,0,0,0,0,0,0.029351157420762147,0,0,0,0,0,0,0,0.026138567158715147,0,0,0,0,0.02158650374034909,0.014540608265369737,0,0,0,0,0,0
тренер,0,0,0.056981184446378695,0,0,0,0,0,0.0393265049232854,0,0.027260503308936215,0.04600718907191375,0,0,0.038149065570940936,0,0,0,0,0.029351157420762147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
анжи,0,0,0.20466280751455232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
магомед,0,0,0.10233140375727616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
адий,0,0,0.20466280751455232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
рассказать,0,0,0.053079563019423466,0.03766160781675353,0,0,0,0,0,0,0,0,0,0.027403289643212266,0,0,0,0,0,0.027978364696463087,0,0.032588157622989535,0.030724797378306305,0,0,0,0.030724797378306305,0,0,0,0,0,0,0,0,0,0,0,0,0
о,0,0,0.024095761325042882,0.04324405647661982,0,0,0,0,0,0,0.016846785987179876,0,0.0469442836898079,0.03502122962678749,0.021108437226248746,0.023532840721135373,0.022870152744939545,0,0.0322861404626904,0.01778036039658844,0,0.01978136152547253,0,0.023346191513162095,0.046040822411921555,0.016945515799601688,0,0.048973778158090855,0,0.013106612136813103,0.015376892026237283,0,0.056234061259932265,0,0.019323758989801782,0,0.01828729558206114,0,0.0295176608686432,0.016278806677520095
