word,c1,c2,c3,pwc1,pwc2,pwc3,count_doc_cl1,count_doc_cl2,count_doc_cl3,count_doc_len1,count_doc_len2,count_doc_len3
автоматоподобный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
связь,4,4,8,0.00035602392480774705,0.0008460236886632825,0.0013916808411937528,4,3,3,11991,3857,4414
мобильный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
постановка,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
дуга,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
блуждать,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
считывать,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
смежный,7,0,0,0.0005667729365922777,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
траектория,3,0,0,0.0006810829218457347,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
блуждание,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
образовать,1,0,3,0.00034054146092286734,0.00016920473773265651,0.0006185248183083346,3,3,3,3820,3857,4414
связываться,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
начинаться,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
отличимый,4,0,0,0.0008513536523071684,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
характеристика,4,0,1,0.0003559225512528474,0.00016920473773265651,0.0003092624091541673,4,3,3,11991,3857,4414
слабо,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
указать,2,0,1,0.000510812191384301,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
выше,2,1,0,0.000510812191384301,0.00033840947546531303,0.00015463120457708364,3,3,3,3820,3857,4414
обычно,1,0,3,0.00034054146092286734,0.00016920473773265651,0.0006185248183083346,3,3,3,3820,3857,4414
проводиться,2,0,1,0.00021237434517910235,0.00016920473773265651,0.0003092624091541673,4,3,3,11991,3857,4414
детерминизация,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
известно,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
недетерминированный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
детерминированный,5,0,0,0.001021624382768602,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
давать,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
достижимый,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
рост,1,0,2,0.00034054146092286734,0.00016920473773265651,0.000463893613731251,3,3,3,3820,3857,4414
смотреть,2,0,0,0.00021328025024882697,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
дать,4,4,8,0.00035551763367463026,0.0008460236886632825,0.0013916808411937528,4,3,3,11991,3857,4414
предлагаться,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
специальный,1,2,2,0.00034054146092286734,0.0005076142131979696,0.000463893613731251,3,3,3,3820,3857,4414
вид,3,3,9,0.00028431302864453766,0.0006768189509306261,0.0015463120457708365,4,3,3,11991,3857,4414
исходный,4,0,1,0.0003540574989378275,0.00016920473773265651,0.0003092624091541673,4,3,3,11991,3857,4414
гра,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
фам,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
понятие,5,2,8,0.001021624382768602,0.0005076142131979696,0.0013916808411937528,3,3,3,3820,3857,4414
разметка,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
верхний,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
щих,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
конечнымориентированнымграфомспомеченный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
ми,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
четвёрка,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
конечноемножествовершина,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
gxg,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
конечноемножестворебер,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
сюръективный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
g1,7,0,0,0.0013621658436914694,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
gk,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
щую,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
непустой,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
lg,9,0,0,0.0017027073046143367,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
частичный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
опе,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
рация,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
gxm,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
gw,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
h,11,0,0,0.002043248765537204,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
uw,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
x,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
xw,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
преемник,3,0,0,0.0006810829218457347,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
вера,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
шина,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
конец,5,0,0,0.001021624382768602,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
открытый,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
og,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
вершить,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
ны,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
неорграф,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
o,4,0,0,0.00035539128580567203,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
s,6,0,0,0.0011918951132300357,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
t,8,0,0,0.0006397043144502096,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
следовать,3,0,6,0.0006810829218457347,0.00016920473773265651,0.0010824184320395857,3,3,3,3820,3857,4414
gµ,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
nd,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
выполняться,1,1,0,0.00034054146092286734,0.00033840947546531303,0.00015463120457708364,3,3,3,3820,3857,4414
ограничение,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
сильно,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
sd,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
покрывать,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
писать,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
lh,5,0,0,0.001021624382768602,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
рефлексивный,3,0,0,0.0006810829218457347,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
транзитивный,3,0,0,0.0006810829218457347,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
антисимметричный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
предпорядок,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
покрытие,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
обозначать,3,0,0,0.00028469750889679714,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
подъязык,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
состоять,8,4,2,0.0006396588486140725,0.0008460236886632825,0.000463893613731251,4,3,3,11991,3857,4414
превос,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
ходить,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
неотличимый,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
ес,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
ли,5,0,3,0.001021624382768602,0.00016920473773265651,0.0006185248183083346,3,3,3,3820,3857,4414
симметрично,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
являть,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
ся,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
ясно,2,0,3,0.000510812191384301,0.00016920473773265651,0.0006185248183083346,3,3,3,3820,3857,4414
неотличить,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
мость,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
влечь,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
за,2,12,7,0.00021332574841783402,0.0021996615905245345,0.0012370496366166692,4,3,3,11991,3857,4414
себя,11,4,10,0.0008531210009953079,0.0008460236886632825,0.0017009432503479202,4,3,3,11991,3857,4414
меж,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
ду,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
одинаково,2,0,1,0.000510812191384301,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
g8,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
следовательно,1,0,2,0.00034054146092286734,0.00016920473773265651,0.000463893613731251,3,3,3,3820,3857,4414
пар,13,0,0,0.0009909399773499433,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
сравнимый,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
отличаться,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
существенный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
математический,3,0,4,0.0002831657935721365,0.00016920473773265651,0.0007731560228854183,4,3,3,11991,3857,4414
модель,3,2,3,0.00028437366699843596,0.0005076142131979696,0.0006185248183083346,4,3,3,11991,3857,4414
разнообразный,2,0,1,0.000510812191384301,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
область,1,0,10,0.00034054146092286734,0.00016920473773265651,0.0017009432503479202,3,3,3,3820,3857,4414
наука,1,0,8,0.00034054146092286734,0.00016920473773265651,0.0013916808411937528,3,3,3,3820,3857,4414
практика,1,0,2,0.00034054146092286734,0.00016920473773265651,0.000463893613731251,3,3,3,3820,3857,4414
помогать,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
наглядно,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
представить,2,1,2,0.000510812191384301,0.00033840947546531303,0.000463893613731251,3,3,3,3820,3857,4414
взаимоотношение,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
событие,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
сложный,1,1,5,0.00034054146092286734,0.00033840947546531303,0.000927787227462502,3,3,3,3820,3857,4414
алгоритмический,1,0,2,0.00034054146092286734,0.00016920473773265651,0.000463893613731251,3,3,3,3820,3857,4414
дискретный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
математика,3,0,0,0.00028459622909996445,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
сформулировать,2,1,1,0.000510812191384301,0.00033840947546531303,0.0003092624091541673,3,3,3,3820,3857,4414
иначе,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
требоваться,1,0,2,0.00034054146092286734,0.00016920473773265651,0.000463893613731251,3,3,3,3820,3857,4414
какой,3,0,12,0.0006810829218457347,0.00016920473773265651,0.0020102056595020876,3,3,3,3820,3857,4414
либо,4,10,1,0.0008513536523071684,0.0018612521150592216,0.0003092624091541673,3,3,3,3820,3857,4414
особенность,1,0,4,0.00034054146092286734,0.00016920473773265651,0.0007731560228854183,3,3,3,3820,3857,4414
устройство,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
требование,1,9,0,0.00034054146092286734,0.001692047377326565,0.00015463120457708364,3,3,3,3820,3857,4414
задать,5,0,1,0.0004266211604095563,0.00016920473773265651,0.0003092624091541673,4,3,3,11991,3857,4414
краткий,4,0,0,0.00035463508050216327,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
приводиться,2,0,0,0.0002134775492777343,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
минимум,2,0,0,0.00021314387211367674,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
необходимый,3,8,4,0.0002838489923360772,0.0015228426395939086,0.0007731560228854183,4,3,3,11991,3857,4414
чтобы,4,0,6,0.0008513536523071684,0.00016920473773265651,0.0010824184320395857,3,3,3,3820,3857,4414
содержательный,1,0,3,0.00034054146092286734,0.00016920473773265651,0.0006185248183083346,3,3,3,3820,3857,4414
приступить,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
более,3,3,5,0.0002844747884218761,0.0006768189509306261,0.000927787227462502,4,3,3,11991,3857,4414
глубокий,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
изучение,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
когда,7,0,2,0.0005658108777141241,0.00016920473773265651,0.000463893613731251,4,3,3,11991,3857,4414
превышать,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
интуитивно,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
ощущать,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
порог,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
важный,2,0,2,0.000510812191384301,0.00016920473773265651,0.000463893613731251,3,3,3,3820,3857,4414
кирхгоф,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
понтрягин,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
куратовский,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
сообщаться,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
строение,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
часто,6,0,5,0.0011918951132300357,0.00016920473773265651,0.000927787227462502,3,3,3,3820,3857,4414
использовать,6,1,10,0.0004981142816480467,0.00033840947546531303,0.0017009432503479202,4,3,3,11991,3857,4414
графический,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
изображать,3,0,0,0.0006810829218457347,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
кружка,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
линия,4,0,0,0.0008513536523071684,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
стрелка,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
соединять,7,0,0,0.0005662514156285391,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
получаться,4,0,1,0.0003538320005661312,0.00016920473773265651,0.0003092624091541673,4,3,3,11991,3857,4414
диаграмма,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
вроде,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
изображение,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
форма,1,49,7,0.00034054146092286734,0.008460236886632826,0.0012370496366166692,3,3,3,3820,3857,4414
важно,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
посмотреть,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
внимательно,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
прибегать,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
перечислить,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
отвлекаться,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
несущественный,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
подробность,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
оставаться,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
список,4,0,0,0.00035551763367463026,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
вместе,1,1,0,0.00034054146092286734,0.00033840947546531303,0.00015463120457708364,3,3,3,3820,3857,4414
составлять,1,0,8,0.00034054146092286734,0.00016920473773265651,0.0013916808411937528,3,3,3,3820,3857,4414
видно,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
прямо,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
геометрия,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
графика,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
менее,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
возможность,1,5,7,0.00034054146092286734,0.0010152284263959391,0.0012370496366166692,3,3,3,3820,3857,4414
нарисовать,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
привлекательный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
черта,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
термин,3,1,1,0.0002836275969651847,0.00033840947546531303,0.0003092624091541673,4,3,3,11991,3857,4414
неоднозначный,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
легко,2,0,1,0.000510812191384301,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
обнаружить,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
сравнивать,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
разный,6,0,6,0.0004952947003467063,0.00016920473773265651,0.0010824184320395857,4,3,3,11991,3857,4414
книга,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
закончить,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
иной,2,10,8,0.000510812191384301,0.0018612521150592216,0.0013916808411937528,3,3,3,3820,3857,4414
уточнить,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
момент,1,3,1,0.00034054146092286734,0.0006768189509306261,0.0003092624091541673,3,3,3,3820,3857,4414
прежде,2,0,4,0.0002134927412467976,0.00016920473773265651,0.0007731560228854183,4,3,3,11991,3857,4414
всего,3,0,4,0.0002846569883290635,0.00016920473773265651,0.0007731560228854183,4,3,3,11991,3857,4414
договориться,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
считать,4,0,2,0.0008513536523071684,0.00016920473773265651,0.000463893613731251,3,3,3,3820,3857,4414
да,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
упорядочить,4,0,0,0.0008513536523071684,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
неупорядоченный,4,0,0,0.0008513536523071684,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
считаться,3,0,2,0.0006810829218457347,0.00016920473773265651,0.000463893613731251,3,3,3,3820,3857,4414
начало,3,1,2,0.0006810829218457347,0.00033840947546531303,0.000463893613731251,3,3,3,3820,3857,4414
частый,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
рисунок,3,0,0,0.00028451525713066365,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
ориентация,2,0,0,0.00021353833013025838,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
направление,1,0,5,0.00034054146092286734,0.00016920473773265651,0.000927787227462502,3,3,3,3820,3857,4414
указывать,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
пункт,1,4,0,0.00034054146092286734,0.0008460236886632825,0.00015463120457708364,3,3,3,3820,3857,4414
требовать,2,0,4,0.00021321961620469082,0.00016920473773265651,0.0007731560228854183,4,3,3,11991,3857,4414
уточнение,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
допускаться,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
мультиграф,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
изобразить,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
поставить,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
комбинировать,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
признак,1,2,4,0.00034054146092286734,0.0005076142131979696,0.0007731560228854183,3,3,3,3820,3857,4414
вариант,2,0,12,0.00021328025024882697,0.00016920473773265651,0.0020102056595020876,4,3,3,11991,3857,4414
особенно,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
встречаться,1,0,2,0.00034054146092286734,0.00016920473773265651,0.000463893613731251,3,3,3,3820,3857,4414
обыкновенный,5,0,0,0.001021624382768602,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
отождествить,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
исключить,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
оговорить,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
должный,3,5,11,0.0006810829218457347,0.0010152284263959391,0.001855574454925004,3,3,3,3820,3857,4414
слегка,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
модифицировать,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
получиться,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
убрать,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
употреблять,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
специально,1,0,2,0.00034054146092286734,0.00016920473773265651,0.000463893613731251,3,3,3,3820,3857,4414
оговаривать,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
vg,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
eg,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
задание,2,6,0,0.00021338644284799773,0.0011844331641285956,0.00015463120457708364,4,3,3,11991,3857,4414
наглядный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
изображаться,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
значок,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
пользоваться,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
обозначение,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
иногда,4,0,2,0.0008513536523071684,0.00016920473773265651,0.000463893613731251,3,3,3,3820,3857,4414
помещаться,2,0,0,0.00021207408454686837,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
внутри,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
кружок,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
