word,c1,c2,c3,pwc1,pwc2,pwc3,count_doc_cl1,count_doc_cl2,count_doc_cl3,count_doc_len1,count_doc_len2,count_doc_len3
сопоставлять,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
взвешенно,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
единственный,4,0,4,0.0003537568982595161,0.00016920473773265651,0.0007731560228854183,4,3,3,11991,3857,4414
остаться,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
доказать,4,0,0,0.0008513536523071684,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
то,31,0,22,0.0022745042291563012,0.00016920473773265651,0.003556517705272924,4,3,3,11991,3857,4414
сопоставление,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
корректно,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
определить,3,0,2,0.0002848191398461977,0.00016920473773265651,0.000463893613731251,4,3,3,11991,3857,4414
достигаться,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
указание,1,1,1,0.00034054146092286734,0.00033840947546531303,0.0003092624091541673,3,3,3,3820,3857,4414
универсальный,2,1,1,0.000510812191384301,0.00033840947546531303,0.0003092624091541673,3,3,3,3820,3857,4414
здесь,7,0,3,0.0005692734647406248,0.00016920473773265651,0.0006185248183083346,4,3,3,11991,3857,4414
суммирование,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
идти,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
остовный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
подграф,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
так,15,1,27,0.001138627953316254,0.00033840947546531303,0.004329673728158343,4,3,3,11991,3857,4414
всевозможный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
подмножество,3,0,0,0.00028338646829613885,0.00016920473773265651,0.00015463120457708364,4,3,3,11991,3857,4414
браться,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
компонент,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
цикломатический,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
например,11,0,23,0.0008542749341496405,0.00016920473773265651,0.003711148909850008,4,3,3,11991,3857,4414
треугольник,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
c3,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
a,20,1,0,0.003575685339690107,0.00033840947546531303,0.00015463120457708364,3,3,3,3820,3857,4414
b,18,1,0,0.0032351438787672398,0.00033840947546531303,0.00015463120457708364,3,3,3,3820,3857,4414
очевидно,4,0,0,0.0008513536523071684,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
одновершинный,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
функция,9,60,2,0.0007100255609201931,0.010321489001692047,0.000463893613731251,4,3,3,11991,3857,4414
принимать,2,1,1,0.000510812191384301,0.00033840947546531303,0.0003092624091541673,3,3,3,3820,3857,4414
sn,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
проверка,4,1,1,0.0008513536523071684,0.00033840947546531303,0.0003092624091541673,3,3,3,3820,3857,4414
удовлетворять,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
определять,2,0,3,0.000510812191384301,0.00016920473773265651,0.0006185248183083346,3,3,3,3820,3857,4414
тем,6,2,1,0.0011918951132300357,0.0005076142131979696,0.0003092624091541673,3,3,3,3820,3857,4414
самый,7,0,8,0.0005691924581999289,0.00016920473773265651,0.0013916808411937528,4,3,3,11991,3857,4414
функционал,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364,3,3,3,3820,3857,4414
читатель,2,0,2,0.000510812191384301,0.00016920473773265651,0.000463893613731251,3,3,3,3820,3857,4414
построить,4,0,7,0.0008513536523071684,0.00016920473773265651,0.0012370496366166692,3,3,3,3820,3857,4414
проверить,5,0,1,0.001021624382768602,0.00016920473773265651,0.0003092624091541673,3,3,3,3820,3857,4414
